tconst,ordering,nconst,category,job,characters,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
tt6006020,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6010812,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6016326,9,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6026662,1,nm0000821,actor,\N,\N,Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6027064,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6029418,2,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6029780,6,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6041470,2,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6046308,2,nm0000138,archive_footage,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6048362,9,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6048922,1,nm0000158,actor,\N,\N,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6057936,4,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6061224,2,nm0000158,archive_footage,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6093026,2,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6108090,4,nm0451148,actor,\N,"[""Shakti Kumar""]",Aamir Khan,1965,\N,"actor,producer,soundtrack","tt0169102,tt5074352,tt0405508,tt0986264"
tt6111980,4,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6130600,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6132868,8,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6137546,1,nm0000136,actor,\N,"[""Narrator""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6137990,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6139732,1,nm0000226,actor,\N,"[""Genie""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6141628,2,nm0451321,self,\N,"[""Himself - Guest""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6145980,7,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6147310,8,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6149154,2,nm0000136,actor,\N,"[""Colonel Joll""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6150168,8,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6153112,7,nm0000158,self,\N,"[""Himself - Interviewee""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6154544,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6166268,4,nm0000138,producer,producer,\N,Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6170954,2,nm0474774,actor,\N,"[""Ajay Singh Rajput""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6172670,3,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6172674,6,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6173480,4,nm0000138,producer,producer,\N,Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6173990,1,nm0474774,actor,\N,"[""Tapan Das""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6175110,4,nm0000138,self,\N,"[""Himself - Guest""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6175814,3,nm0000226,actor,\N,"[""The Fresh Prince""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6176116,7,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6182460,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6188024,2,nm0000136,self,\N,"[""Himself - Guest""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6196382,10,nm0000158,archive_footage,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6206908,2,nm0451321,self,\N,"[""Himself - Guest""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6221782,2,nm0000136,archive_footage,\N,\N,Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6227596,2,nm0474774,self,\N,"[""Himself - Guest""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6232226,2,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6244528,1,nm0000136,actor,\N,"[""Nuclear Med Tech""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6259838,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6264938,1,nm0474774,actor,\N,"[""Havildar Ishar Singh""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6267858,9,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6274272,10,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6277462,1,nm0000821,actor,\N,"[""Brahma""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6277726,8,nm0222426,self,\N,"[""Himself""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt6280112,7,nm0222426,self,\N,"[""Himself""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt6287674,8,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6289244,1,nm0451321,actor,\N,\N,Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6292424,2,nm0006795,self,\N,"[""Himself - Guest""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6294034,4,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6294822,2,nm0000158,actor,\N,"[""Ben Bradlee""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6295626,9,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6302274,6,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6314026,10,nm0222426,self,\N,"[""Himself""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt6316840,9,nm0222426,self,\N,"[""Himself""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt6318744,9,nm0222426,self,\N,"[""Himself""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt6318844,1,nm0000158,actor,\N,"[""Woody""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6320820,10,nm0474774,self,\N,"[""Himself""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6320840,10,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6320932,10,nm0006795,self,\N,"[""Himself""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6320934,10,nm0006795,self,\N,"[""Himself""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6320972,10,nm0474774,self,\N,"[""Himself""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6321200,9,nm0006795,self,\N,"[""Himself""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6321214,9,nm0006795,self,\N,"[""Himself""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6321264,9,nm0474774,self,\N,"[""Himself""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6322508,9,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6322538,9,nm0474774,self,\N,"[""Himself""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6323788,5,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6323820,7,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6323832,5,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6327026,8,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6328566,8,nm0474774,self,\N,"[""Himself""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6329916,7,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6329930,8,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6331776,8,nm0474774,self,\N,"[""Himself""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6334354,4,nm0000226,actor,\N,"[""Deadshot""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6336780,2,nm0451148,self,\N,"[""Himself - Guest""]",Aamir Khan,1965,\N,"actor,producer,soundtrack","tt0169102,tt5074352,tt0405508,tt0986264"
tt6337812,9,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6340818,3,nm0000158,archive_footage,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6346524,1,nm0000158,archive_footage,\N,"[""Himself - Chesley 'Sully' Sullenberger""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6347488,4,nm0000158,self,\N,"[""Himself - Interviewee""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6350102,2,nm0000158,archive_footage,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6350108,2,nm0000226,archive_footage,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6350862,8,nm0000226,self,\N,"[""Himself"",""Howard""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6352572,1,nm0000821,actor,\N,\N,Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6354894,9,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6357572,3,nm0474774,actor,\N,"[""Special Appearance""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6380642,1,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6388638,3,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6396062,3,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6396070,3,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6405220,8,nm0006795,actor,\N,\N,Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6416296,2,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6423854,7,nm0000226,self,\N,"[""Himself - Actor""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6458012,6,nm0000158,archive_footage,\N,\N,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6463534,4,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6487156,1,nm0000138,actor,\N,"[""Joe Petrosino""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6492678,3,nm0000158,archive_footage,\N,"[""Himself - Narrator""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6492702,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6493134,3,nm0000158,archive_footage,\N,"[""Viktor Navorski""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6495432,8,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6495462,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6509998,6,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6527426,1,nm0451321,actor,\N,"[""Bauua Singh""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6527426,2,nm0006795,actor,\N,"[""Salman Khan""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6551934,9,nm0000138,archive_footage,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6573786,7,nm0451321,self,\N,"[""Himself - interviewee""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6580564,1,nm0000821,actor,\N,"[""Dattatraya Vakharia""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6583180,3,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6583204,3,nm0451321,self,\N,"[""Himself - interviewee""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6597416,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6608900,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6608920,1,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6608936,3,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6608938,3,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6608940,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6609950,8,nm0000136,archive_footage,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6611428,4,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6621866,2,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6626368,2,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt6626368,3,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6632546,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6649234,6,nm0006795,producer,producer,\N,Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6660052,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6660502,1,nm0006795,actor,\N,\N,Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6720818,1,nm0000226,actor,\N,"[""Will Smith"",""Capt. James West""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6722046,4,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6733096,9,nm0000138,self,\N,"[""Himself (Interview)""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6733326,1,nm0000226,actor,\N,"[""Will Smith""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6734178,3,nm0000226,actor,\N,"[""The Fresh Prince""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6734266,3,nm0000226,actor,\N,"[""The Fresh Prince""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6734288,3,nm0000226,actor,\N,"[""The Fresh Prince""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6734304,3,nm0000226,actor,\N,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6734318,4,nm0000226,actor,\N,"[""The Fresh Prince""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6734326,3,nm0000226,actor,\N,"[""The Fresh Prince""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6734426,4,nm0000226,actor,\N,"[""The Fresh Prince""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6742294,2,nm0474774,self,\N,"[""Himself - Presenter""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6744588,9,nm0000226,actor,\N,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6763928,4,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6789740,1,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6789742,2,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6806310,7,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6807006,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6808018,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6814714,8,nm0000226,actor,\N,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6824626,8,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6824634,10,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6824638,10,nm0000136,archive_footage,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6828966,8,nm0474774,self,\N,"[""Himself""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt6832952,9,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt6844106,2,nm0000226,actor,\N,"[""Agent J""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6860656,9,nm0000158,self,\N,"[""Himself - Executive Producer""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6861490,10,nm0000136,archive_footage,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6865690,1,nm0000136,actor,\N,"[""Richard""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6875490,2,nm0000136,self,\N,"[""Himself - Guest""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6878306,1,nm0000158,actor,\N,"[""Captain Jefferson Kyle Kidd""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt6886608,9,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6889692,8,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6890182,2,nm0000136,self,\N,"[""Himself - Guest""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6900902,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt6902512,4,nm0000226,actor,\N,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt6902596,1,nm0222426,self,\N,"[""Himself - Co-Owner Mumbai Maniacs""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt6941654,1,nm0006795,actor,\N,"[""Hanuman""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt6963282,8,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt6972854,2,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
